sequence,offset,event,event_name,phase,phase_name,pid,tid,qpc,data_len,aux0,aux1
1,0,1,INIT,0,NONE,1960,1964,136160974,0,0,0
2,52,60,FORMAT_PRIMARY_BEGIN,6,FORMAT,1960,1964,136357784,0,0,0
3,104,50,PASSWORD,1,HEADER,1960,1964,136357852,28,0,0
4,184,30,RANDGET_BEGIN,2,MASTER_RNG,1960,1964,136357899,0,64,1
5,236,31,RANDGET_POOL_PRE,2,MASTER_RNG,1960,1964,136357931,640,0,0
6,928,11,RANDADD_BUF,2,MASTER_RNG,1960,1964,136366185,232,0,0
7,1212,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136366220,640,0,0
8,1904,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136370488,640,0,0
9,2596,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136370543,640,16,0
10,3288,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136373025,640,16,0
11,3980,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136373080,640,32,0
12,4672,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136375466,640,32,0
13,5364,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136375519,640,48,0
14,6056,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136380207,640,48,0
15,6748,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136380268,640,64,0
16,7440,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136382581,640,64,0
17,8132,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136382624,640,80,0
18,8824,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136384376,640,80,0
19,9516,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136384410,640,96,0
20,10208,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136385981,640,96,0
21,10900,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136386017,640,112,0
22,11592,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136387587,640,112,0
23,12284,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136387620,640,128,0
24,12976,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136389129,640,128,0
25,13668,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136389162,640,144,0
26,14360,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136390610,640,144,0
27,15052,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136390641,640,160,0
28,15744,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136392162,640,160,0
29,16436,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136392232,640,176,0
30,17128,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136393680,640,176,0
31,17820,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136393711,640,192,0
32,18512,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136395159,640,192,0
33,19204,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136395190,640,208,0
34,19896,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136396730,640,208,0
35,20588,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136396768,640,224,0
36,21280,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136398219,640,224,0
37,21972,11,RANDADD_BUF,2,MASTER_RNG,1960,1964,136398467,88,232,0
38,22112,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136398500,640,240,0
39,22804,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136400076,640,240,0
40,23496,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136400110,640,256,0
41,24188,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136401561,640,256,0
42,24880,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136401601,640,272,0
43,25572,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136403142,640,272,0
44,26264,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136403176,640,288,0
45,26956,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136404623,640,288,0
46,27648,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136404654,640,304,0
47,28340,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136406164,640,304,0
48,29032,11,RANDADD_BUF,2,MASTER_RNG,1960,1964,136406370,88,320,0
49,29172,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136406405,640,320,0
50,29864,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136408254,640,320,0
51,30556,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136408297,640,336,0
52,31248,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136410223,640,336,0
53,31940,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136410264,640,352,0
54,32632,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136411795,640,352,0
55,33324,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136411833,640,368,0
56,34016,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136413355,640,368,0
57,34708,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136413420,640,384,0
58,35400,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136414870,640,384,0
59,36092,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136414901,640,400,0
60,36784,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136416387,640,400,0
61,37476,40,CGR_SLOW_OUT,2,MASTER_RNG,1960,1964,136416571,640,408,0
62,38168,41,CGR_SLOW_POOL_PRE,2,MASTER_RNG,1960,1964,136416935,640,408,0
63,38860,11,RANDADD_BUF,2,MASTER_RNG,1960,1964,136418768,640,408,0
64,39552,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136418881,640,416,0
65,40244,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136420470,640,416,0
66,40936,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136420536,640,432,0
67,41628,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136421995,640,432,0
68,42320,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136422028,640,448,0
69,43012,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136423475,640,448,0
70,43704,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136423507,640,464,0
71,44396,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136424975,640,464,0
72,45088,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136425013,640,480,0
73,45780,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136426462,640,480,0
74,46472,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136426494,640,496,0
75,47164,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136428005,640,496,0
76,47856,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136428038,640,512,0
77,48548,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136429486,640,512,0
78,49240,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136429522,640,528,0
79,49932,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136430971,640,528,0
80,50624,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136431003,640,544,0
81,51316,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136432475,640,544,0
82,52008,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136432508,640,560,0
83,52700,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136434268,640,560,0
84,53392,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136434308,640,576,0
85,54084,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136435823,640,576,0
86,54776,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136435856,640,592,0
87,55468,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136437302,640,592,0
88,56160,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136437333,640,608,0
89,56852,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136438802,640,608,0
90,57544,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136438840,640,624,0
91,58236,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136440333,640,624,0
92,58928,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136440366,640,0,0
93,59620,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136441874,640,0,0
94,60312,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136441907,640,16,0
95,61004,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136443355,640,16,0
96,61696,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136443392,640,32,0
97,62388,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136444839,640,32,0
98,63080,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136444871,640,48,0
99,63772,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136446367,640,48,0
100,64464,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136446401,640,64,0
101,65156,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136447847,640,64,0
102,65848,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136447884,640,80,0
103,66540,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136449353,640,80,0
104,67232,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136449386,640,96,0
105,67924,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136450833,640,96,0
106,68616,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136450864,640,112,0
107,69308,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136452383,640,112,0
108,70000,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136452420,640,128,0
109,70692,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136454142,640,128,0
110,71384,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136454177,640,144,0
111,72076,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136455624,640,144,0
112,72768,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136455656,640,160,0
113,73460,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136457133,640,160,0
114,74152,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136457172,640,176,0
115,74844,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136458619,640,176,0
116,75536,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136458651,640,192,0
117,76228,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136460147,640,192,0
118,76920,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136460180,640,208,0
119,77612,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136461627,640,208,0
120,78304,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136461664,640,224,0
121,78996,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136463110,640,224,0
122,79688,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136463141,640,240,0
123,80380,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136464612,640,240,0
124,81072,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136464645,640,256,0
125,81764,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136466173,640,256,0
126,82456,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136466211,640,272,0
127,83148,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136468190,640,272,0
128,83840,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136468273,640,288,0
129,84532,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136469801,640,288,0
130,85224,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136469836,640,304,0
131,85916,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136471319,640,304,0
132,86608,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136471358,640,320,0
133,87300,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136472805,640,320,0
134,87992,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136472836,640,336,0
135,88684,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136475919,640,336,0
136,89376,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136476027,640,352,0
137,90068,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136477520,640,352,0
138,90760,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136477565,640,368,0
139,91452,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136479106,640,368,0
140,92144,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136479140,640,384,0
141,92836,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136480587,640,384,0
142,93528,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136480618,640,400,0
143,94220,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136482261,640,400,0
144,94912,42,CGR_SLOW_POOL_POST,2,MASTER_RNG,1960,1964,136482297,640,408,0
145,95604,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136482334,640,408,0
146,96296,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136483780,640,408,0
147,96988,10,RANDADD_INT32,2,MASTER_RNG,1960,1964,136483840,4,408,0
148,97044,10,RANDADD_INT32,2,MASTER_RNG,1960,1964,136483874,4,412,0
149,97100,10,RANDADD_INT32,2,MASTER_RNG,1960,1964,136485606,4,416,0
150,97156,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136485640,640,416,0
151,97848,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136487209,640,416,0
152,98540,10,RANDADD_INT32,2,MASTER_RNG,1960,1964,136487267,4,420,0
153,98596,10,RANDADD_INT32,2,MASTER_RNG,1960,1964,136487302,4,424,0
154,98652,10,RANDADD_INT32,2,MASTER_RNG,1960,1964,136487334,4,428,0
155,98708,10,RANDADD_INT32,2,MASTER_RNG,1960,1964,136487366,4,432,0
156,98764,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136487398,640,432,0
157,99456,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136489009,640,432,0
158,100148,10,RANDADD_INT32,2,MASTER_RNG,1960,1964,136489254,4,436,0
159,100204,10,RANDADD_INT32,2,MASTER_RNG,1960,1964,136489291,4,440,0
160,100260,10,RANDADD_INT32,2,MASTER_RNG,1960,1964,136489340,4,444,0
161,100316,10,RANDADD_INT32,2,MASTER_RNG,1960,1964,136489404,4,448,0
162,100372,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136489437,640,448,0
163,101064,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136490886,640,448,0
164,101756,10,RANDADD_INT32,2,MASTER_RNG,1960,1964,136490929,4,452,0
165,101812,10,RANDADD_INT32,2,MASTER_RNG,1960,1964,136490963,4,456,0
166,101868,10,RANDADD_INT32,2,MASTER_RNG,1960,1964,136490995,4,460,0
167,101924,10,RANDADD_INT32,2,MASTER_RNG,1960,1964,136491030,4,464,0
168,101980,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136491060,640,464,0
169,102672,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136492621,640,464,0
170,103364,10,RANDADD_INT32,2,MASTER_RNG,1960,1964,136492655,4,468,0
171,103420,10,RANDADD_INT32,2,MASTER_RNG,1960,1964,136492688,4,472,0
172,103476,10,RANDADD_INT32,2,MASTER_RNG,1960,1964,136492729,4,476,0
173,103532,11,RANDADD_BUF,2,MASTER_RNG,1960,1964,136492762,8,480,0
174,103592,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136492793,640,480,0
175,104284,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136494244,640,480,0
176,104976,11,RANDADD_BUF,2,MASTER_RNG,1960,1964,136494277,8,488,0
177,105036,11,RANDADD_BUF,2,MASTER_RNG,1960,1964,136494325,32,496,0
178,105120,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136494356,640,496,0
179,105812,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136495839,640,496,0
180,106504,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136495878,640,512,0
181,107196,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136497331,640,512,0
182,107888,11,RANDADD_BUF,2,MASTER_RNG,1960,1964,136497365,8,528,0
183,107948,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136497395,640,528,0
184,108640,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136498845,640,528,0
185,109332,11,RANDADD_BUF,2,MASTER_RNG,1960,1964,136498876,8,536,0
186,109392,11,RANDADD_BUF,2,MASTER_RNG,1960,1964,136498906,8,544,0
187,109452,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136498936,640,544,0
188,110144,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136500514,640,544,0
189,110836,11,RANDADD_BUF,2,MASTER_RNG,1960,1964,136500554,8,552,0
190,110896,11,RANDADD_BUF,2,MASTER_RNG,1960,1964,136500589,8,560,0
191,110956,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136500620,640,560,0
192,111648,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136502072,640,560,0
193,112340,11,RANDADD_BUF,2,MASTER_RNG,1960,1964,136502104,8,568,0
194,112400,11,RANDADD_BUF,2,MASTER_RNG,1960,1964,136502134,8,576,0
195,112460,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136502164,640,576,0
196,113152,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136503641,640,576,0
197,113844,11,RANDADD_BUF,2,MASTER_RNG,1960,1964,136503674,8,584,0
198,113904,10,RANDADD_INT32,2,MASTER_RNG,1960,1964,136505041,4,592,0
199,113960,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136505075,640,592,0
200,114652,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136506633,640,592,0
201,115344,10,RANDADD_INT32,2,MASTER_RNG,1960,1964,136506672,4,596,0
202,115400,11,RANDADD_BUF,2,MASTER_RNG,1960,1964,136506706,68,600,0
203,115520,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136506737,640,608,0
204,116212,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136508190,640,608,0
205,116904,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136508221,640,624,0
206,117596,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136509674,640,624,0
207,118288,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136509705,640,0,0
208,118980,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136511271,640,0,0
209,119672,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136511305,640,16,0
210,120364,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136512758,640,16,0
211,121056,11,RANDADD_BUF,2,MASTER_RNG,1960,1964,136512818,8,28,0
212,121116,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136512848,640,32,0
213,121808,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136514553,640,32,0
214,122500,43,CGR_FAST_OUT,2,MASTER_RNG,1960,1964,136514685,640,36,0
215,123192,44,CGR_FAST_POOL_PRE,2,MASTER_RNG,1960,1964,136514723,640,36,0
216,123884,11,RANDADD_BUF,2,MASTER_RNG,1960,1964,136514754,640,36,0
217,124576,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136514785,640,48,0
218,125268,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136516234,640,48,0
219,125960,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136516265,640,64,0
220,126652,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136518127,640,64,0
221,127344,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136518169,640,80,0
222,128036,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136519624,640,80,0
223,128728,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136519655,640,96,0
224,129420,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136521215,640,96,0
225,130112,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136521249,640,112,0
226,130804,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136522858,640,112,0
227,131496,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136522908,640,128,0
228,132188,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136524496,640,128,0
229,132880,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136524530,640,144,0
230,133572,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136525983,640,144,0
231,134264,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136526014,640,160,0
232,134956,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136527464,640,160,0
233,135648,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136527500,640,176,0
234,136340,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136529076,640,176,0
235,137032,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136529109,640,192,0
236,137724,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136530650,640,192,0
237,138416,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136530684,640,208,0
238,139108,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136533236,640,208,0
239,139800,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136533379,640,224,0
240,140492,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136534833,640,224,0
241,141184,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136534869,640,240,0
242,141876,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136536513,640,240,0
243,142568,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136536546,640,256,0
244,143260,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136538009,640,256,0
245,143952,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136538099,640,272,0
246,144644,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136539665,640,272,0
247,145336,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136539699,640,288,0
248,146028,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136541146,640,288,0
249,146720,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136541177,640,304,0
250,147412,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136542824,640,304,0
251,148104,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136542864,640,320,0
252,148796,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136544676,640,320,0
253,149488,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136544710,640,336,0
254,150180,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136546596,640,336,0
255,150872,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136546630,640,352,0
256,151564,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136548128,640,352,0
257,152256,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136548190,640,368,0
258,152948,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136549666,640,368,0
259,153640,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136549699,640,384,0
260,154332,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136551151,640,384,0
261,155024,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136551182,640,400,0
262,155716,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136552639,640,400,0
263,156408,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136552671,640,416,0
264,157100,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136554246,640,416,0
265,157792,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136554280,640,432,0
266,158484,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136555730,640,432,0
267,159176,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136555761,640,448,0
268,159868,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136557242,640,448,0
269,160560,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136557275,640,464,0
270,161252,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136558804,640,464,0
271,161944,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136558836,640,480,0
272,162636,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136560310,640,480,0
273,163328,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136560342,640,496,0
274,164020,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136561800,640,496,0
275,164712,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136561832,640,512,0
276,165404,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136563284,640,512,0
277,166096,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136563314,640,528,0
278,166788,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136564814,640,528,0
279,167480,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136564847,640,544,0
280,168172,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136566301,640,544,0
281,168864,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136566333,640,560,0
282,169556,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136567806,640,560,0
283,170248,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136567839,640,576,0
284,170940,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136569287,640,576,0
285,171632,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136569318,640,592,0
286,172324,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136570793,640,592,0
287,173016,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136570826,640,608,0
288,173708,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136572274,640,608,0
289,174400,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136572305,640,624,0
290,175092,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136573753,640,624,0
291,175784,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136573784,640,0,0
292,176476,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136575287,640,0,0
293,177168,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136575320,640,16,0
294,177860,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136576769,640,16,0
295,178552,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136576800,640,32,0
296,179244,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136578272,640,32,0
297,179936,45,CGR_FAST_POOL_POST,2,MASTER_RNG,1960,1964,136578306,640,36,0
298,180628,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136578342,640,36,0
299,181320,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136579792,640,36,0
300,182012,32,RANDGET_RAW,2,MASTER_RNG,1960,1964,136579824,64,408,64
301,182128,33,RANDGET_POOL_INVERTED,2,MASTER_RNG,1960,1964,136579855,640,408,64
302,182820,10,RANDADD_INT32,2,MASTER_RNG,1960,1964,136579892,4,408,64
303,182876,10,RANDADD_INT32,2,MASTER_RNG,1960,1964,136579924,4,412,64
304,182932,10,RANDADD_INT32,2,MASTER_RNG,1960,1964,136579959,4,416,64
305,182988,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136579989,640,416,64
306,183680,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136581452,640,416,64
307,184372,10,RANDADD_INT32,2,MASTER_RNG,1960,1964,136581496,4,420,64
308,184428,10,RANDADD_INT32,2,MASTER_RNG,1960,1964,136581528,4,424,64
309,184484,10,RANDADD_INT32,2,MASTER_RNG,1960,1964,136581559,4,428,64
310,184540,10,RANDADD_INT32,2,MASTER_RNG,1960,1964,136581589,4,432,64
311,184596,20,RANDMIX_PRE,2,MASTER_RNG,1960,1964,136581619,640,432,64
312,185288,21,RANDMIX_POST,2,MASTER_RNG,1960,1964,136583067,640,432,64
313,185980,10,RANDADD_INT32,2,MASTER_RNG,1960,1964,136583097,4,436,64
